"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","OK","PMICB"," 90705"," 90157"," 92545"," 91877"," 92656"," 99165"," 98486"," 102999"," 108968"," 109290"," 115719"," 118715"," 123284"," 134154"," 131275"," 135159"," 135390"," 140505"," 147930"," 158825"," 144686"," 113956"," 108640"," 124703"," 122551"," 126948"," 98266"," 94434"," 106323"," 102996"," 104392"," 99422"," 110904"," 112891"," 110780"," 97638"," 103563"," 98313"," 96658"," 103452"," 93519"," 124599"," 122627"," 119610"," 135371"," 144901"," 159066"," 125098"," 106538"," 91265"," 98883"," 97369"," 113728"," 108717"," 107848"," 101455"," 103944"," 119957"," 114511"," 108067"," 92190"," 106059"," 108222"," 103643"
"2023F","OK","PMRCB"," 15101"," 15560"," 17645"," 19326"," 17695"," 18117"," 18386"," 18914"," 19642"," 21334"," 22384"," 21442"," 22579"," 21749"," 20371"," 21615"," 22011"," 21686"," 21749"," 7250"," 6899"," 7825"," 8369"," 10364"," 6833"," 8383"," 5855"," 5370"," 5348"," 5852"," 4905"," 5282"," 4301"," 4935"," 4587"," 4704"," 6452"," 5930"," 6237"," 8782"," 10267"," 9496"," 11631"," 8772"," 7914"," 7238"," 7626"," 9692"," 8210"," 7710"," 8261"," 7197"," 5729"," 7517"," 7490"," 6958"," 6441"," 7006"," 7921"," 8393"," 8248"," 8075"," 8400"," 7300"
"2023F","OK","PMTCB"," 254680"," 257686"," 273079"," 283258"," 286214"," 294406"," 303667"," 313611"," 337999"," 346039"," 365166"," 369703"," 395038"," 414787"," 408315"," 421722"," 439476"," 457902"," 482959"," 465726"," 442550"," 435481"," 443116"," 461895"," 456031"," 458247"," 412111"," 412384"," 427135"," 436023"," 430559"," 433239"," 468171"," 457287"," 467102"," 434518"," 461885"," 457820"," 465618"," 491891"," 511661"," 581673"," 549321"," 545461"," 526834"," 557797"," 583533"," 563473"," 540101"," 504573"," 522797"," 506705"," 521974"," 505493"," 534645"," 520830"," 518889"," 543829"," 541014"," 524310"," 474829"," 517408"," 521629"," 515440"
"2023F","OK","PPICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","PPICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","PPTCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","PPTCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","PQACB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 76"," 84"," 100"," 140"," 164"," 215"," 271"," 1008"," 635"," 441"," 479"," 310"," 369"," 324"
"2023F","OK","PQACP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 20"," 22"," 26"," 36"," 43"," 56"," 71"," 262"," 165"," 115"," 125"," 81"," 96"," 84"
"2023F","OK","PQCCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1786"," 1552"," 1239"," 1564"," 1845"," 1550"," 1725"," 1728"," 2277"," 2371"," 2579"," 2643"," 2445"," 2114"
"2023F","OK","PQCCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 465"," 404"," 323"," 407"," 480"," 404"," 449"," 450"," 593"," 617"," 671"," 688"," 636"," 550"
"2023F","OK","PQICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1461"," 1989"," 1742"," 1423"," 1900"," 1866"," 1408"," 1269"," 1803"," 2340"," 1836"," 1884"," 1699"," 2002"
"2023F","OK","PQICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 380"," 518"," 453"," 370"," 495"," 486"," 367"," 330"," 469"," 609"," 478"," 490"," 442"," 521"
"2023F","OK","PQRCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 8219"," 7105"," 5682"," 7474"," 7460"," 6949"," 6414"," 6989"," 7907"," 8375"," 7974"," 8048"," 8372"," 7271"
"2023F","OK","PQRCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2140"," 1850"," 1479"," 1946"," 1942"," 1809"," 1670"," 1819"," 2059"," 2180"," 2076"," 2095"," 2180"," 1893"
"2023F","OK","PQTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 11541"," 10730"," 8763"," 10600"," 11369"," 10581"," 9819"," 10994"," 12622"," 13526"," 12869"," 12884"," 12885"," 11711"
"2023F","OK","PQTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3005"," 2794"," 2281"," 2760"," 2960"," 2755"," 2556"," 2862"," 3286"," 3521"," 3350"," 3354"," 3355"," 3049"
"2023F","OK","PQTXB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 11541"," 10730"," 8763"," 10600"," 11369"," 10581"," 9819"," 10994"," 12622"," 13526"," 12869"," 12884"," 12885"," 11711"
"2023F","OK","PQTXP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3005"," 2794"," 2281"," 2760"," 2960"," 2755"," 2556"," 2862"," 3286"," 3521"," 3350"," 3354"," 3355"," 3049"
"2023F","OK","PYICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","PYICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","PYTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","PYTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","REACB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 355"," 1259"," 600"," 178"," 160"," 197"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 33"," 52"," 43"," 85"," 3753"," 4281"," 7939"," 13764"," 12692"," 13127"," 14860"," 15271"," 16346"," 18110"," 19024"," 20960"," 20641"," 19737"," 18880"," 17735"," 18045"," 17762"," 19227"
"2023F","OK","RECCB"," 174"," 162"," 151"," 145"," 137"," 125"," 127"," 118"," 124"," 118"," 116"," 108"," 111"," 108"," 110"," 129"," 142"," 161"," 212"," 259"," 71"," 74"," 139"," 81"," 124"," 134"," 151"," 208"," 230"," 535"," 486"," 507"," 535"," 899"," 861"," 869"," 902"," 526"," 460"," 483"," 517"," 504"," 516"," 537"," 525"," 520"," 483"," 536"," 587"," 825"," 812"," 783"," 694"," 801"," 801"," 852"," 783"," 707"," 852"," 859"," 1435"," 1447"," 2619"," 2598"
"2023F","OK","REEIB"," 2404"," 3418"," 2495"," 649"," 1044"," 2814"," 1748"," 2477"," 5207"," 6434"," 4796"," 4718"," 4938"," 12833"," 12250"," 10049"," 5258"," 5969"," 6015"," 7926"," 4485"," 3827"," 7130"," 8530"," 7979"," 13580"," 10069"," 10059"," 6977"," 8161"," 9317"," 6558"," 11061"," 14868"," 8580"," 9485"," 7362"," 9967"," 11972"," 10834"," 7769"," 8000"," 6783"," 6322"," 12111"," 11867"," 7971"," 16770"," 21095"," 21328"," 22577"," 24267"," 31742"," 45704"," 45796"," 57122"," 77459"," 87805"," 100694"," 112752"," 110545"," 120987"," 134877"," 131785"
"2023F","OK","REGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1637"," 2057"," 2412"," 2742"," 4065"," 4076"," 4719"," 5942"," 7582"," 7856"," 9041"," 9139"," 10287"," 11371"," 12561"," 13210"
"2023F","OK","REICB"," 808"," 808"," 843"," 827"," 792"," 860"," 894"," 774"," 946"," 877"," 705"," 998"," 5745"," 5900"," 5401"," 5057"," 5659"," 5848"," 7809"," 8824"," 8283"," 8745"," 8467"," 9557"," 9749"," 9709"," 9124"," 8953"," 9245"," 18169"," 16492"," 15901"," 14256"," 15370"," 16896"," 17330"," 21792"," 21592"," 21474"," 19416"," 20487"," 20735"," 17218"," 19552"," 22810"," 22964"," 23974"," 22273"," 9129"," 12395"," 23827"," 23912"," 25864"," 26879"," 24906"," 23687"," 26546"," 30713"," 31268"," 29521"," 31405"," 30607"," 26786"," 25050"
"2023F","OK","RERCB"," 9202"," 8548"," 7946"," 7671"," 7241"," 6622"," 6708"," 6140"," 6467"," 6244"," 6158"," 5728"," 5848"," 5676"," 5831"," 6811"," 7516"," 8480"," 11128"," 13674"," 2846"," 2982"," 5725"," 3311"," 5420"," 5583"," 5085"," 6119"," 6530"," 6690"," 4533"," 4748"," 4977"," 6768"," 6428"," 6426"," 6667"," 3230"," 2879"," 2946"," 3158"," 2923"," 2958"," 3104"," 3172"," 3204"," 2846"," 3147"," 3522"," 5548"," 5950"," 5773"," 4836"," 6298"," 6374"," 4028"," 3106"," 2669"," 4287"," 4461"," 5743"," 6001"," 7610"," 6719"
"2023F","OK","RETCB"," 12589"," 12937"," 11435"," 9292"," 9214"," 10422"," 9477"," 9509"," 12744"," 13673"," 11775"," 11551"," 16641"," 24516"," 23592"," 22046"," 18576"," 20457"," 25164"," 30683"," 15685"," 15983"," 22720"," 22080"," 23450"," 29166"," 24626"," 25339"," 22982"," 33554"," 30827"," 27715"," 30828"," 37904"," 32764"," 34109"," 36724"," 35316"," 36785"," 33680"," 31931"," 32195"," 27527"," 29558"," 38703"," 42309"," 39554"," 50665"," 48097"," 52787"," 66293"," 69595"," 78407"," 96029"," 95986"," 104713"," 128854"," 142535"," 156838"," 166473"," 166862"," 177087"," 189654"," 185378"
"2023F","OK","RFACB"," 51"," 320"," 1120"," 1354"," 1392"," 1534"," 1483"," 625"," 552"," 592"," 473"," 212"," 1848"," 231"," 93"," 263"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 14"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","RFACP"," 8"," 51"," 178"," 215"," 221"," 244"," 236"," 99"," 88"," 94"," 75"," 34"," 294"," 37"," 15"," 42"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","RFCCB"," 2485"," 622"," 677"," 591"," 919"," 1467"," 1069"," 1000"," 1036"," 1086"," 1195"," 1299"," 2329"," 3132"," 2423"," 1232"," 1268"," 995"," 757"," 1430"," 188"," 0"," 0"," 0"," 0"," 0"," 0"," 102"," 36"," 283"," 506"," 477"," 269"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 64"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 31"," 0"," 0"," 0"
"2023F","OK","RFCCP"," 395"," 99"," 108"," 94"," 146"," 233"," 170"," 159"," 165"," 173"," 190"," 207"," 370"," 498"," 385"," 196"," 202"," 158"," 120"," 227"," 30"," 0"," 0"," 0"," 0"," 0"," 0"," 16"," 6"," 45"," 80"," 76"," 43"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 10"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 0"
"2023F","OK","RFEIB"," 207"," 168"," 222"," 399"," 305"," 176"," 171"," 152"," 217"," 172"," 405"," 142"," 639"," 462"," 1095"," 184"," 265"," 841"," 859"," 369"," 0"," 23"," 11"," 11"," 92"," 54"," 44"," 7"," 25"," 63"," 366"," 76"," 62"," 38"," 39"," 707"," 837"," 60"," 0"," 0"," 0"," 7"," 14"," 221"," 69"," 19"," 1"," 1197"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","RFEIP"," 33"," 27"," 35"," 64"," 49"," 28"," 27"," 24"," 34"," 27"," 64"," 23"," 102"," 73"," 174"," 29"," 42"," 134"," 137"," 59"," 0"," 4"," 2"," 2"," 15"," 9"," 7"," 1"," 4"," 10"," 58"," 12"," 10"," 6"," 6"," 112"," 133"," 10"," 0"," 0"," 0"," 1"," 2"," 35"," 11"," 3"," 0"," 190"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","RFICB"," 6396"," 4167"," 4104"," 2718"," 2611"," 2175"," 1564"," 3386"," 3759"," 2677"," 3001"," 2223"," 4100"," 5601"," 4034"," 2350"," 2692"," 3076"," 4848"," 3781"," 4411"," 4638"," 4241"," 3236"," 2159"," 1324"," 2426"," 1977"," 4090"," 2113"," 3045"," 962"," 3571"," 4390"," 3409"," 2069"," 1626"," 1629"," 629"," 698"," 1489"," 2147"," 2823"," 3004"," 3844"," 1392"," 1546"," 817"," 2641"," 1919"," 3405"," 3683"," 3838"," 3231"," 3035"," 1963"," 2582"," 3181"," 2308"," 2380"," 1461"," 2677"," 2743"," 2277"
"2023F","OK","RFICP"," 1017"," 663"," 653"," 432"," 415"," 346"," 249"," 539"," 598"," 426"," 477"," 354"," 652"," 891"," 642"," 374"," 428"," 489"," 771"," 601"," 702"," 738"," 675"," 515"," 343"," 211"," 386"," 314"," 651"," 336"," 484"," 153"," 568"," 698"," 542"," 329"," 259"," 259"," 100"," 111"," 237"," 342"," 449"," 478"," 611"," 221"," 246"," 130"," 420"," 305"," 542"," 586"," 611"," 514"," 483"," 312"," 411"," 506"," 367"," 378"," 232"," 426"," 436"," 362"
"2023F","OK","RFTCB"," 9139"," 5277"," 6123"," 5063"," 5227"," 5352"," 4286"," 5163"," 5564"," 4527"," 5073"," 3877"," 8917"," 9425"," 7645"," 4029"," 4225"," 4912"," 6464"," 5580"," 4600"," 4661"," 4252"," 3247"," 2251"," 1378"," 2470"," 2086"," 4151"," 2459"," 3917"," 1514"," 3902"," 4428"," 3448"," 2777"," 2463"," 1689"," 643"," 699"," 1489"," 2154"," 2901"," 3224"," 3919"," 1411"," 1547"," 2014"," 2641"," 1919"," 3405"," 3683"," 3838"," 3231"," 3035"," 1963"," 2582"," 3181"," 2308"," 2380"," 1492"," 2677"," 2743"," 2277"
"2023F","OK","RFTCP"," 1454"," 839"," 974"," 805"," 831"," 851"," 682"," 821"," 885"," 720"," 807"," 617"," 1418"," 1499"," 1216"," 641"," 672"," 781"," 1028"," 888"," 732"," 741"," 676"," 516"," 358"," 219"," 393"," 332"," 660"," 391"," 623"," 241"," 621"," 704"," 548"," 442"," 392"," 269"," 102"," 111"," 237"," 343"," 461"," 513"," 623"," 224"," 246"," 320"," 420"," 305"," 542"," 586"," 611"," 514"," 483"," 312"," 411"," 506"," 367"," 378"," 237"," 426"," 436"," 362"
"2023F","OK","RFTXB"," 8932"," 5109"," 5900"," 4664"," 4921"," 5176"," 4115"," 5011"," 5347"," 4355"," 4669"," 3735"," 8277"," 8963"," 6550"," 3845"," 3961"," 4071"," 5605"," 5211"," 4599"," 4638"," 4241"," 3236"," 2159"," 1324"," 2426"," 2079"," 4126"," 2396"," 3551"," 1438"," 3840"," 4390"," 3409"," 2071"," 1626"," 1629"," 643"," 698"," 1489"," 2147"," 2887"," 3004"," 3850"," 1392"," 1546"," 817"," 2641"," 1919"," 3405"," 3683"," 3838"," 3231"," 3035"," 1963"," 2582"," 3181"," 2308"," 2380"," 1492"," 2677"," 2743"," 2277"
"2023F","OK","RFTXP"," 1421"," 813"," 939"," 742"," 783"," 823"," 655"," 797"," 851"," 693"," 743"," 594"," 1317"," 1426"," 1042"," 612"," 630"," 648"," 892"," 829"," 732"," 738"," 675"," 515"," 343"," 211"," 386"," 331"," 656"," 381"," 565"," 229"," 611"," 698"," 542"," 329"," 259"," 259"," 102"," 111"," 237"," 342"," 459"," 478"," 612"," 221"," 246"," 130"," 420"," 305"," 542"," 586"," 611"," 514"," 483"," 312"," 411"," 506"," 367"," 378"," 237"," 426"," 436"," 362"
"2023F","OK","SFCCB",,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 42"," 86"
"2023F","OK","SFEIB",,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 265"," 687"
"2023F","OK","SFINB",,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 197"," 435"
"2023F","OK","SFRCB",,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 57"," 114"
"2023F","OK","SFTCB",,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 561"," 1322"
"2023F","OK","SGICB"," 33051"," 31926"," 32918"," 32120"," 32275"," 33667"," 33213"," 33728"," 34885"," 36852"," 36165"," 33095"," 36163"," 36069"," 35985"," 38252"," 37263"," 37644"," 37941"," 38572"," 36912"," 39061"," 33993"," 32157"," 30181"," 31510"," 35470"," 35746"," 37411"," 38382"," 38951"," 37986"," 38825"," 39283"," 38224"," 38578"," 38656"," 38836"," 39194"," 40034"," 41626"," 43516"," 41828"," 43681"," 44090"," 44394"," 44843"," 46127"," 43404"," 44134"," 44206"," 44289"," 45236"," 44332"," 43446"," 42125"," 44450"," 44483"," 45058"," 42759"," 40765"," 43169"," 44358"," 43272"
"2023F","OK","SGICP"," 5509"," 5321"," 5486"," 5353"," 5379"," 5611"," 5535"," 5621"," 5814"," 6142"," 6028"," 5516"," 6027"," 6012"," 5997"," 6375"," 6210"," 6274"," 6324"," 6429"," 6152"," 6510"," 5665"," 5360"," 5030"," 5252"," 5912"," 5958"," 6235"," 6397"," 6492"," 6331"," 6471"," 6547"," 6371"," 6430"," 6443"," 6473"," 6532"," 6672"," 6938"," 7253"," 6971"," 7280"," 7348"," 7399"," 7474"," 7688"," 7234"," 7356"," 7368"," 7382"," 7539"," 7389"," 7241"," 7021"," 7070"," 7075"," 7167"," 6801"," 6484"," 6866"," 7056"," 6883"
"2023F","OK","SHCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","SNICB"," 0"," 0"," 0"," 0"," 299"," 324"," 482"," 401"," 430"," 471"," 500"," 584"," 625"," 633"," 628"," 539"," 588"," 613"," 737"," 747"," 718"," 535"," 498"," 585"," 782"," 601"," 244"," 272"," 215"," 202"," 201"," 323"," 384"," 384"," 298"," 260"," 335"," 325"," 482"," 654"," 438"," 343"," 447"," 351"," 223"," 273"," 393"," 438"," 476"," 259"," 146"," 127"," 83"," 1088"," 1154"," 1080"," 1018"," 394"," 361"," 375"," 340"," 319"," 593"," 594"
"2023F","OK","SNICP"," 0"," 0"," 0"," 0"," 57"," 62"," 92"," 76"," 82"," 90"," 95"," 111"," 119"," 121"," 120"," 103"," 112"," 117"," 141"," 142"," 137"," 102"," 95"," 111"," 149"," 115"," 47"," 52"," 41"," 38"," 38"," 62"," 73"," 73"," 57"," 50"," 64"," 62"," 92"," 125"," 83"," 65"," 85"," 67"," 42"," 52"," 75"," 83"," 91"," 49"," 28"," 24"," 16"," 207"," 220"," 206"," 194"," 75"," 69"," 72"," 65"," 61"," 113"," 113"
"2023F","OK","SOCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 2"," 2"," 3"," 3"," 4"," 13"," 16"," 20"," 28"," 41"," 96"
"2023F","OK","SOCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 4"," 5"," 6"," 8"," 12"," 28"
"2023F","OK","SOEGB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 19"," 111"," 210"," 203"," 216"," 261"," 278"," 268"
"2023F","OK","SOEGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 5"," 33"," 62"," 60"," 63"," 77"," 81"," 79"
"2023F","OK","SOGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 3"," 21"," 31"," 31"," 41"," 43"," 48"," 48"
"2023F","OK","SOICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 3"," 3"," 3"," 11"
"2023F","OK","SOICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 3"
